Unnamed: 0,tgt_smi,origin_label,sub_change,src_smi,origin_pred_ESOL,opt_pred_ESOL,origin_pred_Mutagenicity,opt_pred_Mutagenicity,task_name,mode,origin_pred_lipop,opt_pred_lipop,origin_pred_BBBP,opt_pred_BBBP,cano_src_smi,cano_tgt_smi,group
4244,O[CH:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2-[c:1]2[cH:1][c:1]3[cH:1][cH:1][c:1]4[c:1]([c:1]3[cH:1][c:1]2[CH:1]1O)[CH:1]=[CH:1][CH:1]([OH:1])[CH:1]4[OH:1],0,*[OH:1]->*OC,[CH2:0]=[CH:0][CH:1]1[c:1]2[cH:1][c:1]3[c:1]4[c:1]([cH:1][cH:1][c:1]3[cH:1][c:1]2-[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[CH:1]1[O:0][CH3:0])[CH:1]([OH:1])[CH:1]([OH:1])[CH:1]=[CH:1]4,-4.159732818603516,-5.291766166687012,0.3231945633888244,0.7519227266311646,Mutagenicity ESOL,higher,,,,,C=CC1c2cc3c4c(ccc3cc2-c2ccccc2C1OC)C(O)C(O)C=C4,OC1C=Cc2c(ccc3cc4c(cc23)C(O)C(O)c2ccccc2-4)C1O,test
4247,O[CH:1]1[c:1]2[cH:1][cH:1][c:1]3[cH:1][c:1]4[c:1]([cH:1][c:1]3[c:1]2[CH:1]=[CH:1][CH:1]1[OH:1])[CH:1](O)[CH:1](O)[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1-4,0,*[OH:1]->*C,[CH3:0][CH:1]1[c:1]2[cH:1][cH:1][c:1]3[cH:1][c:1]4[c:1]([cH:1][c:1]3[c:1]2[CH:1]=[CH:1][CH:1]1[OH:1])[CH:1]([N+:0](=[O:0])[O-:0])[CH:1]([NH2:0])[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1-4,-4.159732818603516,-5.575437068939209,0.3231945633888244,0.9336816072463988,Mutagenicity ESOL,higher,,,,,CC1c2ccc3cc4c(cc3c2C=CC1O)C([N+](=O)[O-])C(N)c1ccccc1-4,OC1C=Cc2c(ccc3cc4c(cc23)C(O)C(O)c2ccccc2-4)C1O,test
4248,O[CH:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2-[c:1]2[cH:1][c:1]3[cH:1][cH:1][c:1]4[c:1]([c:1]3[cH:1][c:1]2[CH:1]1O)[CH:1]=[CH:1][CH:1]([OH:1])[CH:1]4[OH:1],0,*[OH:0]->*C,[CH3:0][CH:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2-[c:1]2[cH:1][c:1]3[cH:1][cH:1][c:1]4[c:1]([c:1]3[cH:1][c:1]2[CH:1]1[N+:0](=[O:0])[O-:0])[CH:1]=[CH:1][CH:1]([OH:1])[CH:1]4[OH:1],-4.159732818603516,-4.843075752258301,0.3231945633888244,0.8147127032279968,Mutagenicity ESOL,higher,,,,,CC1c2ccccc2-c2cc3ccc4c(c3cc2C1[N+](=O)[O-])C=CC(O)C4O,OC1C=Cc2c(ccc3cc4c(cc23)C(O)C(O)c2ccccc2-4)C1O,test
4252,O[CH:1]1[c:1]2[cH:1][cH:1][c:1]3[cH:1][c:1]4[c:1]([cH:1][c:1]3[c:1]2[CH:1]=[CH:1][CH:1]1[OH:1])[CH:1](O)[CH:1](O)[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1-4,0,*[OH:1]->*OC,[CH3:0][O:0][CH:1]1[c:1]2[cH:1][cH:1][c:1]3[cH:1][c:1]4[c:1]([cH:1][c:1]3[c:1]2[CH:1]=[CH:1][CH:1]1[OH:1])[CH:1]([O:0][CH3:0])[CH:1]([CH3:0])[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1-4,-4.159732818603516,-6.384542465209961,0.3231945633888244,0.954261600971222,Mutagenicity ESOL,higher,,,,,COC1c2ccc3cc4c(cc3c2C=CC1O)C(OC)C(C)c1ccccc1-4,OC1C=Cc2c(ccc3cc4c(cc23)C(O)C(O)c2ccccc2-4)C1O,test
4253,O[CH:1]1[c:1]2[cH:1][cH:1][c:1]3[cH:1][c:1]4[c:1]([cH:1][c:1]3[c:1]2[CH:1]=[CH:1][CH:1]1[OH:1])[CH:1](O)[CH:1](O)[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1-4,0,*[OH:1]->*CC=C,[CH2:0]=[CH:0][CH2:0][CH:1]1[c:1]2[cH:1][cH:1][c:1]3[cH:1][c:1]4[c:1]([cH:1][c:1]3[c:1]2[CH:1]=[CH:1][CH:1]1[OH:1])[CH:1]([O:0][CH3:0])[CH:1]([CH3:0])[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1-4,-4.159732818603516,-7.126960754394531,0.3231945633888244,0.8541288375854492,Mutagenicity ESOL,higher,,,,,C=CCC1c2ccc3cc4c(cc3c2C=CC1O)C(OC)C(C)c1ccccc1-4,OC1C=Cc2c(ccc3cc4c(cc23)C(O)C(O)c2ccccc2-4)C1O,test
4260,CCO[c:1]1[cH:1][cH:1][c:1](NC(N)=O)[cH:1][cH:1]1,0,*[O:1][CH2:1][CH3:1]->*NC(N)=S,[NH2:0][C:0](=[S:0])[NH:0][c:1]1[cH:1][cH:1][c:1](-[c:0]2[cH:0][cH:0][cH:0][cH:0][cH:0]2)[cH:1][cH:1]1,-2.546844482421875,-4.54127311706543,0.2137909680604934,0.8242505788803101,Mutagenicity ESOL,higher,,,,,NC(=S)Nc1ccc(-c2ccccc2)cc1,CCOc1ccc(NC(N)=O)cc1,test
4268,CCO[c:1]1[cH:1][cH:1][c:1]([NH:1]C(N)=O)[cH:1][cH:1]1,0,*[CH:0]([CH3:0])[CH2:0][CH3:0]->*c1ccccc1,[O:0]=[N:1][c:1]1[cH:1][cH:1][c:1](-[c:0]2[cH:0][cH:0][cH:0][cH:0][cH:0]2)[cH:1][cH:1]1,-2.546844482421875,-4.690087795257568,0.2137909680604934,0.947672724723816,Mutagenicity ESOL,higher,,,,,O=Nc1ccc(-c2ccccc2)cc1,CCOc1ccc(NC(N)=O)cc1,test
4269,CCO[c:1]1[cH:1][cH:1][c:1]([NH:1]C(N)=O)[cH:1][cH:1]1,0,*[CH:0]([CH3:0])[CH2:0][CH3:0]->*N1CCCCC1,[O:0]=[N:1][c:1]1[cH:1][cH:1][c:1]([N:0]2[CH2:0][CH2:0][CH2:0][CH2:0][CH2:0]2)[cH:1][cH:1]1,-2.546844482421875,-3.639873504638672,0.2137909680604934,0.8135112524032593,Mutagenicity ESOL,higher,,,,,O=Nc1ccc(N2CCCCC2)cc1,CCOc1ccc(NC(N)=O)cc1,test
4294,O[c:1]1[cH:1][cH:1][c:1]([CH2:1][N:1](c2ccccn2)[CH2:1][CH2:1][N:1]([CH3:1])[CH3:1])[cH:1][cH:1]1,0,*[F:0]->*C(C)C,[CH3:0][CH:0]([CH3:0])[c:1]1[cH:1][cH:1][c:1]([CH2:1][N:1]([NH:0][C:0](=[O:0])[N:0]([CH2:0][CH2:0][Cl:0])[N:0]=[O:0])[CH2:1][CH2:1][N:1]([CH3:1])[CH3:1])[cH:1][cH:1]1,-2.27519965171814,-4.364335060119629,0.0518957749009132,0.9670675992965698,Mutagenicity ESOL,higher,,,,,CC(C)c1ccc(CN(CCN(C)C)NC(=O)N(CCCl)N=O)cc1,CN(C)CCN(Cc1ccc(O)cc1)c1ccccn1,test
4295,O[c:1]1[cH:1][cH:1][c:1]([CH2:1][N:1](c2ccccn2)[CH2:1][CH2:1][N:1]([CH3:1])[CH3:1])[cH:1][cH:1]1,0,*[F:0]->*I,[O:0]=[N:0][N:0]([CH2:0][CH2:0][Cl:0])[C:0](=[O:0])[NH:0][N:1]([CH2:1][CH2:1][N:1]([CH3:1])[CH3:1])[CH2:1][c:1]1[cH:1][cH:1][c:1]([I:0])[cH:1][cH:1]1,-2.27519965171814,-4.503949165344238,0.0518957749009132,0.9400936961174012,Mutagenicity ESOL,higher,,,,,CN(C)CCN(Cc1ccc(I)cc1)NC(=O)N(CCCl)N=O,CN(C)CCN(Cc1ccc(O)cc1)c1ccccn1,test
4312,O=C[c:1]1[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]1,0,*O->*C(C)=O,[CH3:0][CH2:0][O:0][N:0]([C:0]([CH3:0])=[O:0])[c:1]1[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]1,-1.209288239479065,-1.9271316528320312,0.1547249257564544,0.9500171542167664,Mutagenicity ESOL,higher,,,,,CCON(C(C)=O)c1ccc(N)cc1,Nc1ccc(C=O)cc1,test
4313,O=C[c:1]1[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]1,0,*O->*OCC,[CH3:0][CH2:0][O:0][N:0]([O:0][CH2:0][CH3:0])[c:1]1[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]1,-1.209288239479065,-1.7431780099868774,0.1547249257564544,0.9031962156295776,Mutagenicity ESOL,higher,,,,,CCON(OCC)c1ccc(N)cc1,Nc1ccc(C=O)cc1,test
4321,CO[P:1](SC)(=[O:1])[O:1][CH3:1],0,*N->*Cl,[Cl:0][P:1]([Cl:0])(=[O:1])[O:1][CH3:1],1.0086103677749634,0.2893645465373993,0.1390409022569656,0.7297698259353638,Mutagenicity ESOL,higher,,,,,COP(=O)(Cl)Cl,COP(=O)(OC)SC,test
4322,CO[P:1](SC)(=[O:1])[O:1][CH3:1],0,*OC->*C1CC1,[O:0]=[C:0]([NH:0][F:0])[P:1]([CH:0]1[CH2:0][CH2:0]1)(=[O:1])[O:1][CH3:1],1.0086103677749634,0.3125360012054443,0.1390409022569656,0.6543231010437012,Mutagenicity ESOL,higher,,,,,COP(=O)(C(=O)NF)C1CC1,COP(=O)(OC)SC,test
4324,CO[P:1](SC)(=[O:1])[O:1][CH3:1],0,*OC->*Br,[CH3:0][NH:0][C:0](=[O:0])[P:1]([Br:0])(=[O:1])[O:1][CH3:1],1.0086103677749634,0.2306293696165084,0.1390409022569656,0.574082612991333,Mutagenicity ESOL,higher,,,,,CNC(=O)P(=O)(Br)OC,COP(=O)(OC)SC,test
4326,O=C(O)[CH:1]([CH2:1][CH3:1])[CH2:1][CH2:1][CH2:1][CH3:1],0,*C(=O)O->*N,[N-:0]=[N+:0]=[N:0][CH2:0][C@H:0]([NH2:0])[CH:1]([CH2:1][CH3:1])[CH2:1][CH2:1][CH2:1][CH3:1],-1.7736228704452517,-3.367227554321289,0.0055083683691918,0.9859320521354676,Mutagenicity ESOL,higher,,,,,CCCCC(CC)[C@@H](N)CN=[N+]=[N-],CCCCC(CC)C(=O)O,test
4327,O=C(O)[CH:1]([CH2:1][CH3:1])[CH2:1][CH2:1][CH2:1][CH3:1],0,*C(=O)O->*CC,[CH3:0][CH2:0][C@@H:0]([CH2:0][N:0]=[N+:0]=[N-:0])[CH:1]([CH2:1][CH3:1])[CH2:1][CH2:1][CH2:1][CH3:1],-1.7736228704452517,-5.310182571411133,0.0055083683691918,0.9102699160575868,Mutagenicity ESOL,higher,,,,,CCCCC(CC)[C@@H](CC)CN=[N+]=[N-],CCCCC(CC)C(=O)O,test
4337,O[c:1]1[c:1]([OH:1])[c:1](=[O:1])[c:1]1=[O:1],0,*O->*CC,[CH3:0][CH2:0][N:0]([O:0][CH3:0])[c:1]1[c:1]([OH:1])[c:1](=[O:1])[c:1]1=[O:1],-0.6552380323410034,-1.3142235279083252,0.2105083912611007,0.818981945514679,Mutagenicity ESOL,higher,,,,,CCN(OC)c1c(O)c(=O)c1=O,O=c1c(O)c(O)c1=O,test
4358,CN[c:1]1[s:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*C(F)(F)F->*C[131I],[131I:0][CH2:0][CH2:0][c:1]1[s:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]12,-2.1519253253936768,-3.456458330154419,0.185705691576004,0.5007504224777222,Mutagenicity ESOL,higher,,,,,[131I]CCc1snc2ccccc12,CNc1snc2ccccc12,test
4369,C[C:1]12[O:1][O:1][C:1]1([CH2:1]O)[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH:0]([CH3:0])[CH3:0]->*CCC(C)C,[CH3:0][CH:0]([CH3:0])[CH2:0][CH2:0][C:1]12[O:1][O:1][C:1]1([CH2:1][CH2:0][CH:0]([CH3:0])[CH3:0])[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,-1.4035005569458008,-5.676693916320801,0.3058826923370361,0.6119601726531982,Mutagenicity ESOL,higher,,,,,CC(C)CCC12OOC1(CCC(C)C)c1ccccc1O2,CC12OOC1(CO)Oc1ccccc12,test
4370,C[C:1]12[O:1][O:1][C:1]1([CH2:1]O)[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[Cl:0]->*S,[CH3:0][CH:0]([CH3:0])[CH2:0][CH2:1][C:1]12[O:1][O:1][C:1]1([SH:0])[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[O:1]2,-1.4035005569458008,-4.400019645690918,0.3058826923370361,0.7490930557250977,Mutagenicity ESOL,higher,,,,,CC(C)CCC12OOC1(S)c1ccccc1O2,CC12OOC1(CO)Oc1ccccc12,test
4372,C[C:1]12[O:1][O:1][C:1]1(CO)[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH2:1][CH3:0]->*I,[CH3:0][CH2:0][CH2:0][C:1]12[O:1][O:1][C:1]1([I:0])[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,-1.4035005569458008,-4.222516059875488,0.3058826923370361,0.6735183596611023,Mutagenicity ESOL,higher,,,,,CCCC12OOC1(I)Oc1ccccc12,CC12OOC1(CO)Oc1ccccc12,test
4374,C[C:1]12[O:1][O:1][C:1]1(CO)[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH2:1][CH3:0]->*C(C)C,[CH3:0][CH:0]([CH3:0])[C:1]12[O:1][O:1][C:1]1([CH:0]1[CH2:0][CH2:0]1)[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[O:1]2,-1.4035005569458008,-4.558152675628662,0.3058826923370361,0.7166926860809326,Mutagenicity ESOL,higher,,,,,CC(C)C12OOC1(C1CC1)c1ccccc1O2,CC12OOC1(CO)Oc1ccccc12,test
4375,C[C:1]12[O:1][O:1][C:1]1(CO)[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH2:1][CH3:0]->*C(F)(F)F,[F:0][C:0]([F:0])([F:0])[C:1]12[O:1][O:1][C:1]1([CH:0]1[CH2:0][CH2:0]1)[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[O:1]2,-1.4035005569458008,-4.402956962585449,0.3058826923370361,0.5412319898605347,Mutagenicity ESOL,higher,,,,,FC(F)(F)C12OOC1(C1CC1)c1ccccc1O2,CC12OOC1(CO)Oc1ccccc12,test
4376,C[C:1]12[O:1][O:1][C:1]1([CH2:1]O)[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[O:0]*->*[C@H](C)C*,[CH3:0][CH2:0][C@H:0]([CH3:0])[CH2:0][C:1]12[O:1][O:1][C:1]1([CH2:1][CH:0]([CH3:0])[CH3:0])[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,-1.4035005569458008,-5.430841445922852,0.3058826923370361,0.6848628520965576,Mutagenicity ESOL,higher,,,,,CC[C@H](C)CC12OOC1(CC(C)C)Oc1ccccc12,CC12OOC1(CO)Oc1ccccc12,test
4377,C[C:1]12[O:1][O:1][C:1]1([CH2:1]O)[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[O:0]*->*N*,[CH3:0][CH2:0][NH:0][C:1]12[O:1][O:1][C:1]1([CH2:1][CH:0]([CH3:0])[CH3:0])[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,-1.4035005569458008,-4.098898410797119,0.3058826923370361,0.7060623168945312,Mutagenicity ESOL,higher,,,,,CCNC12OOC1(CC(C)C)Oc1ccccc12,CC12OOC1(CO)Oc1ccccc12,test
4378,C[C:1]12[O:1][O:1][C:1]1([CH2:1]O)[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[C:0](=[O:0])[OH:0]->*C1CC1,[CH3:0][CH:0]([CH3:0])[CH2:1][C:1]12[O:1][O:1][C:1]1([CH:0]1[CH2:0][CH2:0]1)[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[O:1]2,-1.4035005569458008,-4.820504665374756,0.3058826923370361,0.7602970600128174,Mutagenicity ESOL,higher,,,,,CC(C)CC12OOC1(C1CC1)c1ccccc1O2,CC12OOC1(CO)Oc1ccccc12,test
4379,C[C:1]12[O:1][O:1][C:1]1([CH2:1]O)[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[C:0](=[O:0])[OH:0]->*O,[CH3:0][CH:0]([CH3:0])[CH2:1][C:1]12[O:1][O:1][C:1]1([OH:0])[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[O:1]2,-1.4035005569458008,-2.170936107635498,0.3058826923370361,0.6510748267173767,Mutagenicity ESOL,higher,,,,,CC(C)CC12OOC1(O)c1ccccc1O2,CC12OOC1(CO)Oc1ccccc12,test
4381,O[CH2:1][C:1]12[O:1][O:1][C:1]1([CH3:1])[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[O:1]2,0,*O->*[C@H](C)O,[CH3:0][C@H:0]([OH:0])[CH2:0][CH2:1][C:1]12[O:1][O:1][C:1]1([CH3:1])[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[O:1]2,-1.4035005569458008,-2.329122304916382,0.3058826923370361,0.5495381355285645,Mutagenicity ESOL,higher,,,,,C[C@H](O)CCC12OOC1(C)c1ccccc1O2,CC12OOC1(CO)Oc1ccccc12,test
4383,C[C:1]12[O:1][O:1][C:1]1([CH2:1]O)[O:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH3:1]->*Br,[CH3:0][CH2:0][CH2:1][C:1]12[O:1][O:1][C:1]1([Br:0])[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[O:1]2,-1.4035005569458008,-3.949461460113525,0.3058826923370361,0.6730923056602478,Mutagenicity ESOL,higher,,,,,CCCC12OOC1(Br)c1ccccc1O2,CC12OOC1(CO)Oc1ccccc12,test
4386,O=[N+]([O-])O[C@@H:1]1[CH2:1][O:1][C@@H:1]2[C@H:1](O)[CH2:1][O:1][C@H:1]12,0,*[CH3:0]->*C(C)C,[CH3:0][CH:0]([CH3:0])[C@H:1]1[CH2:1][O:1][C@@H:1]2[C@@H:1]([CH3:0])[CH2:1][O:1][C@H:1]12,-0.3949436247348785,-2.65224552154541,0.0900174155831337,0.7889651656150818,Mutagenicity ESOL,higher,,,,,CC(C)[C@H]1CO[C@@H]2[C@@H](C)CO[C@H]12,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O,test
4387,O=[N+]([O-])O[C@@H:1]1[CH2:1][O:1][C@@H:1]2[C@H:1](O)[CH2:1][O:1][C@H:1]12,0,*[CH3:0]->*OC,[CH3:0][O:0][C@H:1]1[CH2:1][O:1][C@@H:1]2[C@@H:1]([CH3:0])[CH2:1][O:1][C@H:1]12,-0.3949436247348785,-1.0222070217132568,0.0900174155831337,0.7919995784759521,Mutagenicity ESOL,higher,,,,,CO[C@H]1CO[C@@H]2[C@@H](C)CO[C@H]12,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O,test
4388,O=[N+]([O-])O[C@@H:1]1[CH2:1][O:1][C@@H:1]2[C@H:1](O)[CH2:1][O:1][C@H:1]12,0,*[OH:0]->*OC,[CH3:0][O:0][C@@H:1]1[CH2:1][O:1][C@@H:1]2[C@H:1]([CH3:0])[CH2:1][O:1][C@H:1]12,-0.3949436247348785,-0.9715075492858888,0.0900174155831337,0.8344016075134277,Mutagenicity ESOL,higher,,,,,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2C,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O,test
4389,O=[N+]([O-])O[C@@H:1]1[CH2:1][O:1][C@@H:1]2[C@H:1](O)[CH2:1][O:1][C@H:1]12,0,*[OH:0]->*CC,[CH3:0][CH2:0][C@@H:1]1[CH2:1][O:1][C@@H:1]2[C@H:1]([CH3:0])[CH2:1][O:1][C@H:1]12,-0.3949436247348785,-2.060349941253662,0.0900174155831337,0.7525842785835266,Mutagenicity ESOL,higher,,,,,CC[C@@H]1CO[C@@H]2[C@H](C)CO[C@H]12,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O,test
4432,CCO[C:1](C1OC1(C)[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)=[O:1],0,*C(F)(F)F->*CC,[CH3:0][CH2:0][C:1]([C:0](=[O:0])[C:0]1=[CH:0][CH:0]=[CH:0][CH:0]1[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)=[O:1],-2.713064193725586,-3.863208770751953,0.1033475622534751,0.7668711543083191,Mutagenicity ESOL,higher,,,,,CCC(=O)C(=O)C1=CC=CC1c1ccccc1,CCOC(=O)C1OC1(C)c1ccccc1,test
4467,O[CH2:1][C:1]([CH3:1])([CH3:1])[CH2:1][OH:1],0,*O->*CC,[CH3:0][CH2:0][N:0]([Cl:0])[CH2:1][C:1]([CH3:1])([CH3:1])[CH2:1][OH:1],0.5492420792579651,-0.9664230346679688,0.0161183066666126,0.5684798955917358,Mutagenicity ESOL,higher,,,,,CCN(Cl)CC(C)(C)CO,CC(C)(CO)CO,test
4472,C[c:1]1[cH:1][c:1](O)[cH:1][cH:1][c:1]1[Cl:1],0,*[Cl:0]->*C(C)C,[CH3:0][CH:0]([CH3:0])[c:1]1[cH:1][c:1]([CH:0]2[CH2:0][O:0]2)[cH:1][cH:1][c:1]1[Cl:1],-1.213545560836792,-4.479905128479004,0.0547618567943573,0.6011632680892944,Mutagenicity ESOL,higher,,,,,CC(C)c1cc(C2CO2)ccc1Cl,Cc1cc(O)ccc1Cl,test
4473,C[c:1]1[cH:1][c:1](O)[cH:1][cH:1][c:1]1[Cl:1],0,*[Cl:0]->*OCC,[CH3:0][CH2:0][O:0][c:1]1[cH:1][c:1]([CH:0]2[CH2:0][O:0]2)[cH:1][cH:1][c:1]1[Cl:1],-1.213545560836792,-3.6361725330352783,0.0547618567943573,0.77584308385849,Mutagenicity ESOL,higher,,,,,CCOc1cc(C2CO2)ccc1Cl,Cc1cc(O)ccc1Cl,test
4494,O[CH2:1][CH:1]([CH3:1])[CH3:1],0,*O->*C,[CH3:0][CH2:0][O:0][N:0]([CH3:0])[CH2:1][CH:1]([CH3:1])[CH3:1],0.0558017864823341,-1.3426315784454346,0.0260170493274927,0.5615997910499573,Mutagenicity ESOL,higher,,,,,CCON(C)CC(C)C,CC(C)CO,test
4496,N[C:1]1=[N:1][C@H:1](C(=O)O)[CH2:1][S:1]1,0,*[NH2:1]->*F,[CH3:0][C@H:1]1[CH2:1][S:1][C:1]([F:0])=[N:1]1,-0.3316207826137543,-1.1244205236434937,0.0754335969686508,0.8856970071792603,Mutagenicity ESOL,higher,,,,,C[C@H]1CSC(F)=N1,NC1=N[C@H](C(=O)O)CS1,test
4501,N[C:1]1=[N:1][C@H:1](C(=O)O)[CH2:1][S:1]1,0,*[NH2:0]->*Cl,[CH3:0][C:1]1=[N:1][C@H:1]([Cl:0])[CH2:1][S:1]1,-0.3316207826137543,-1.3359324932098389,0.0754335969686508,0.9400613903999328,Mutagenicity ESOL,higher,,,,,CC1=N[C@H](Cl)CS1,NC1=N[C@H](C(=O)O)CS1,test
4502,N[C:1]1=[N:1][C@H:1](C(=O)O)[CH2:1][S:1]1,0,*[NH2:0]->*Br,[CH3:0][CH2:0][C:1]1=[N:1][C@H:1]([Br:0])[CH2:1][S:1]1,-0.3316207826137543,-2.136634111404419,0.0754335969686508,0.9292556047439576,Mutagenicity ESOL,higher,,,,,CCC1=N[C@H](Br)CS1,NC1=N[C@H](C(=O)O)CS1,test
4503,N[C:1]1=[N:1][C@H:1](C(=O)O)[CH2:1][S:1]1,0,*[NH2:0]->*OC,[CH3:0][CH2:0][C:1]1=[N:1][C@H:1]([O:0][CH3:0])[CH2:1][S:1]1,-0.3316207826137543,-0.9258071780204772,0.0754335969686508,0.7700016498565674,Mutagenicity ESOL,higher,,,,,CCC1=N[C@H](OC)CS1,NC1=N[C@H](C(=O)O)CS1,test
4508,CC(=O)N[c:1]1[cH:1][c:1]2[c:1]([cH:1][c:1]1[O:1]C(=O)[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)-[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[CH2:1]2,0,*C(=O)C->*C(C)CC,[CH3:0][CH2:0][CH:0]([CH3:0])[CH2:0][CH2:0][CH2:0][c:1]1[cH:1][c:1]2[c:1]([cH:1][c:1]1[O:1][O:0][c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)-[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[CH2:1]2,-6.131913185119629,-8.030513763427734,0.1970883309841156,0.8522377014160156,Mutagenicity ESOL,higher,,,,,CCC(C)CCCc1cc2c(cc1OOc1ccccc1)-c1ccccc1C2,CC(=O)Nc1cc2c(cc1OC(=O)c1ccccc1)-c1ccccc1C2,test
4509,CC(=O)N[c:1]1[cH:1][c:1]2[c:1]([cH:1][c:1]1[O:1]C(=O)[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)-[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[CH2:1]2,0,*C(=O)C->*NC(=O)C,[CH3:0][C:0](=[O:0])[NH:0][CH2:0][CH2:0][CH2:0][c:1]1[cH:1][c:1]2[c:1]([cH:1][c:1]1[O:1][O:0][c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)-[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[CH2:1]2,-6.131913185119629,-6.67071533203125,0.1970883309841156,0.9288350343704224,Mutagenicity ESOL,higher,,,,,CC(=O)NCCCc1cc2c(cc1OOc1ccccc1)-c1ccccc1C2,CC(=O)Nc1cc2c(cc1OC(=O)c1ccccc1)-c1ccccc1C2,test
4510,CC(=O)N[c:1]1[cH:1][c:1]2[c:1]([cH:1][c:1]1[O:1]C(=O)[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)-[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[CH2:1]2,0,*C(=O)C->*O[N+](=O)[O-],[O:0]=[N+:0]([O-:0])[O:0][CH2:0][CH2:0][c:1]1[cH:1][c:1]2[c:1]([cH:1][c:1]1[O:1][O:0][c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)-[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[CH2:1]2,-6.131913185119629,-7.198813438415527,0.1970883309841156,0.9669650793075562,Mutagenicity ESOL,higher,,,,,O=[N+]([O-])OCCc1cc2c(cc1OOc1ccccc1)-c1ccccc1C2,CC(=O)Nc1cc2c(cc1OC(=O)c1ccccc1)-c1ccccc1C2,test
